0,1
0.29401928,0.7059807
0.9767537,0.0232463
0.37118396,0.62881607
0.40067223,0.59932774
0.21370348,0.7862965
0.43106183,0.56893814
0.87452936,0.12547067
0.8617794,0.13822058
0.10544532,0.8945547
0.26129746,0.7387025
0.7129655,0.2870345
0.2226946,0.77730536
0.26675802,0.733242
0.65566707,0.3443329
0.50014234,0.49985772
0.99726945,0.002730563
0.09171546,0.90828454
0.93558955,0.06441042
0.96580994,0.034190014
0.6936898,0.30631018
0.98776764,0.012232354
0.01041134,0.9895886
0.6374249,0.36257517
0.33474717,0.6652528
0.30243227,0.69756776
0.6524659,0.34753412
0.51042885,0.48957112
0.6387708,0.36122915
0.9763291,0.02367089
0.9368913,0.06310874
0.40765807,0.59234196
0.9901994,0.00980053
1.2923772e-07,0.9999999
0.11697121,0.88302886
0.74592996,0.25407004
0.13222705,0.86777294
0.4846697,0.5153303
0.98191375,0.018086296
0.63261527,0.36738473
0.9310984,0.06890165
0.033778004,0.966222
0.46186078,0.5381392
0.4894621,0.51053786
0.14741623,0.8525838
0.9986773,0.0013226527
0.9825882,0.0174118
0.23307937,0.76692057
0.4950729,0.50492716
0.47279558,0.52720445
0.13300014,0.86699986
0.5299422,0.47005776
0.5873545,0.41264552
0.42287362,0.5771264
0.21809076,0.78190917
0.85079336,0.1492067
0.7228346,0.2771654
0.47247228,0.52752775
0.54335874,0.45664123
0.4067034,0.5932966
0.5026505,0.49734944
0.57955897,0.42044103
0.43073022,0.5692698
0.96323603,0.03676394
0.9847549,0.015245077
0.034308273,0.96569175
0.582814,0.417186
0.418664,0.58133596
0.9798345,0.020165548
0.12487261,0.8751274
0.42061684,0.5793832
0.46957165,0.53042835
0.0004782606,0.99952173
0.2299963,0.7700037
0.8291267,0.17087336
0.30360913,0.6963909
0.121920876,0.8780792
0.35545284,0.6445472
0.9387769,0.061223138
0.002253577,0.9977464
0.07520248,0.92479753
0.5847175,0.41528246
0.16859075,0.8314092
0.01279055,0.98720944
0.67856985,0.32143015
0.5074702,0.4925298
0.36333174,0.6366682
0.69198674,0.3080132
0.007860699,0.9921393
0.40870452,0.5912955
0.93295115,0.06704886
0.8004739,0.19952612
0.21600416,0.7839958
0.6660865,0.33391353
0.69261444,0.30738553
0.56449234,0.43550763
0.54251504,0.457485
0.469361,0.530639
0.05832272,0.9416773
0.85780674,0.14219321
0.9638864,0.0361136
0.35355902,0.646441
0.33449537,0.66550463
0.41586825,0.5841318
0.333962,0.666038
0.43135664,0.56864333
0.24903108,0.7509689
0.63162434,0.36837566
0.35568342,0.6443166
0.81446475,0.18553531
0.9620675,0.037932537
0.6824054,0.31759462
0.30296847,0.69703156
0.5105196,0.4894804
0.2318936,0.7681064
0.20709255,0.7929075
0.8353932,0.16460685
0.51678264,0.48321736
0.6919813,0.30801865
0.3734003,0.6265997
0.84971875,0.15028125
0.94562095,0.054379072
0.3401646,0.6598354
0.15686826,0.8431318
0.050156146,0.9498439
0.53929514,0.46070486
0.8884259,0.11157405
0.08270026,0.91729975
0.46881917,0.5311808
0.6545651,0.34543493
0.21353133,0.7864687
0.30080214,0.6991978
0.3184286,0.6815714
0.9573512,0.04264876
0.5949519,0.4050481
0.72848904,0.271511
0.99186957,0.008130453
0.99413717,0.005862806
0.51261866,0.4873813
0.41974384,0.58025616
0.43863606,0.56136394
0.63364387,0.3663562
9.397148e-07,0.99999905
0.49212167,0.5078783
0.79604113,0.20395887
0.27741736,0.72258264
0.43618646,0.5638135
0.018438352,0.9815616
0.16963363,0.8303664
0.98821414,0.0117858155
0.43961182,0.56038815
9.477417e-05,0.9999052
0.24517912,0.7548209
0.11052076,0.8894792
0.65560174,0.3443983
8.061205e-06,0.9999919
0.091455415,0.9085446
0.49233305,0.50766695
0.27966127,0.7203387
0.6336947,0.3663053
0.95526046,0.044739567
0.43896553,0.5610345
0.70632565,0.29367438
0.5849643,0.41503567
0.80898535,0.19101463
0.6910842,0.30891585
0.18857662,0.8114233
0.44830695,0.551693
0.6196215,0.38037845
0.91114444,0.088855505
0.9257447,0.07425532
0.5691461,0.43085387
0.9112523,0.08874766
0.9983885,0.0016114863
0.4857258,0.51427424
0.29431263,0.70568734
0.45539287,0.5446071
0.1825517,0.8174483
0.550685,0.44931498
0.8615664,0.13843355
0.42663485,0.57336515
0.25465506,0.74534494
0.76759195,0.23240806
0.6106384,0.3893616
0.5252182,0.4747818
0.2515748,0.7484251
0.50044125,0.49955875
2.0272632e-06,0.999998
0.63343376,0.36656624
0.027345385,0.9726546
0.6326476,0.3673524
0.004505804,0.9954941
0.88733643,0.11266355
0.2699822,0.7300178
0.44271654,0.55728346
0.06612769,0.93387234
0.79647934,0.20352066
0.12494008,0.8750599
0.35430026,0.64569974
0.115751654,0.8842484
0.47678372,0.5232163
0.119716465,0.88028353
0.3734841,0.62651587
0.9606553,0.03934474
0.45937034,0.5406296
0.544517,0.45548302
0.5280717,0.47192833
0.9884652,0.011534791
0.20516385,0.7948361
0.6980175,0.30198252
0.41798785,0.5820122
0.45678282,0.54321724
0.96472025,0.035279736
0.1652208,0.8347792
0.65537155,0.3446284
0.9966162,0.0033838106
0.06225351,0.93774647
0.6652661,0.33473387
0.18053454,0.81946546
0.91637504,0.083624974
0.08369183,0.91630816
0.2716873,0.7283127
0.21758913,0.78241086
0.5588026,0.4411974
0.4256005,0.57439953
0.2932481,0.7067519
0.5744835,0.42551646
0.5138559,0.48614407
0.45280302,0.547197
0.76244664,0.23755336
0.19235535,0.80764467
0.5538646,0.44613546
0.27868384,0.72131616
0.39700624,0.6029938
0.3169603,0.6830397
0.36355084,0.6364491
0.6360568,0.3639432
0.50640744,0.49359256
0.43411326,0.56588674
0.19059826,0.80940175
0.4479274,0.5520726
0.9625612,0.03743885
0.29062304,0.70937693
0.8273342,0.17266579
0.36808887,0.63191116
0.36612487,0.6338751
0.0057164025,0.9942836
0.46104196,0.538958
0.1695609,0.83043915
0.85615534,0.14384472
0.76177657,0.23822346
0.16222486,0.8377751
0.9816898,0.018310213
0.94562954,0.054370455
0.50802195,0.49197802
0.29917386,0.70082617
0.5304446,0.46955535
0.3813545,0.6186455
0.1248009,0.8751991
0.98671895,0.013281021
0.29288843,0.7071116
0.2060562,0.79394376
0.80679125,0.19320872
0.22995202,0.770048
0.7142942,0.2857058
0.35687667,0.6431234
0.96224815,0.037751835
0.9490175,0.05098247
0.61588234,0.38411763
0.35941935,0.64058065
0.98201984,0.0179802
0.011272099,0.9887279
0.34173378,0.65826625
0.980644,0.019356072
0.552734,0.44726598
0.5199613,0.48003876
0.63728106,0.362719
0.4361346,0.5638654
0.4448295,0.5551705
0.430915,0.569085
0.15965535,0.84034467
0.3242427,0.6757572
0.0016865716,0.9983134
0.47846937,0.5215306
0.2012829,0.79871714
